tanggal,kandang,lokasi,umur_hari,populasi_awal,populasi_akhir,mortalitas,suhu_c,kelembaban,wqi,aqi,berat_rata_kg,total_pakan_kg,fcr,performa
2025-10-01,K075,D,33,4593,4458,135,29.6,80.7,82.0,106.8,1.49,12.68,1.91,Boros
2025-10-10,K075,D,29,3389,3290,99,29.5,83.7,62.9,125.3,1.2,7.09,1.8,Sedang
2025-03-12,K048,C,34,4352,4237,115,31.6,54.3,78.7,90.1,1.56,12.64,1.91,Boros
2025-10-12,K090,E,32,3852,3761,91,29.4,83.5,85.4,114.5,1.67,11.49,1.83,Boros
2025-10-27,K092,E,30,4892,4771,121,30.9,77.1,79.8,69.8,1.67,14.11,1.77,Sedang
2025-08-16,K005,A,30,7440,7283,157,24.6,72.4,96.9,64.9,2.02,26.56,1.8,Boros
2025-04-26,K005,A,30,7771,7606,165,26.2,75.5,88.1,97.0,1.91,25.11,1.73,Sedang
2025-10-05,K017,A,29,6710,6563,147,26.9,78.1,97.5,110.4,1.57,17.57,1.7,Sedang
2025-12-31,K098,E,34,4803,4694,109,26.5,77.1,77.6,103.3,1.83,15.29,1.78,Sedang
2025-08-06,K099,E,28,3590,3508,82,26.1,65.4,84.7,92.1,1.65,9.9,1.71,Sedang
2025-09-04,K045,C,28,3877,3759,118,33.0,56.9,75.3,76.1,1.49,10.74,1.92,Boros
2025-03-08,K049,C,35,4405,4270,135,35.0,50.0,90.8,117.4,1.64,14.32,2.04,Boros
2025-03-22,K069,D,29,6999,6804,195,30.3,81.3,67.8,120.7,1.29,15.57,1.78,Sedang
2025-09-08,K008,A,28,3888,3810,78,26.5,71.8,79.6,116.1,1.9,11.85,1.64,Sedang
2025-03-02,K098,E,34,3335,3260,75,25.7,84.2,77.2,92.9,2.16,12.86,1.83,Boros
2025-03-08,K054,C,32,7184,6958,226,36.1,67.3,76.6,111.7,1.68,25.08,2.15,Boros
2025-04-30,K013,A,28,6659,6521,138,24.6,79.7,91.2,89.6,2.18,24.63,1.73,Sedang
2025-01-16,K001,A,30,6505,6372,133,25.3,69.9,82.9,117.3,1.71,17.97,1.65,Sedang
2025-01-23,K076,D,32,4838,4711,127,29.1,83.4,70.3,110.5,1.57,12.84,1.74,Sedang
2025-09-10,K030,B,29,7678,7498,180,29.3,74.6,83.9,75.0,1.79,23.82,1.77,Sedang
2025-03-13,K058,C,30,4115,4001,114,31.6,58.2,73.8,124.7,1.46,10.86,1.85,Boros
2025-10-27,K030,B,31,6244,6101,143,28.7,73.3,80.4,94.3,1.82,20.82,1.88,Boros
2025-01-15,K049,C,34,4629,4502,127,31.9,69.1,66.8,110.2,1.65,14.0,1.88,Boros
2025-12-05,K040,B,31,3368,3288,80,30.1,73.2,84.1,93.6,1.93,10.92,1.72,Sedang
2025-10-14,K003,A,33,6928,6787,141,24.5,68.2,90.0,80.8,2.09,23.87,1.68,Sedang
2025-02-06,K030,B,35,7178,7012,166,28.9,66.0,80.2,83.7,1.85,24.0,1.85,Boros
2025-04-30,K010,A,30,6044,5921,123,25.8,77.1,95.1,82.5,2.04,19.56,1.62,Sedang
2025-07-22,K011,A,29,3775,3694,81,24.9,75.7,94.9,120.2,1.8,11.45,1.72,Sedang
2025-05-19,K092,E,29,5309,5193,116,25.2,81.4,83.1,72.4,1.66,13.96,1.62,Sedang
2025-04-07,K078,D,35,7702,7465,237,32.5,80.6,65.8,94.6,1.52,22.45,1.98,Boros
2025-05-30,K066,D,33,6940,6750,190,30.8,84.6,69.1,95.6,1.59,19.26,1.8,Sedang
2025-11-05,K008,A,35,4404,4315,89,24.7,72.0,85.5,84.4,2.24,17.05,1.76,Sedang
2025-03-22,K092,E,28,6284,6120,164,32.1,80.7,66.5,124.0,1.37,15.0,1.78,Sedang
2025-07-25,K082,E,33,6924,6763,161,28.7,67.0,77.0,98.4,1.97,23.45,1.76,Sedang
2025-12-21,K001,A,31,5337,5228,109,24.2,78.1,87.8,81.2,2.0,17.66,1.69,Sedang
2025-09-07,K032,B,31,5946,5827,119,26.6,67.2,89.9,90.9,2.23,21.55,1.66,Sedang
2025-09-16,K067,D,31,4417,4292,125,30.3,83.7,62.5,104.8,1.5,12.04,1.88,Boros
2025-06-29,K028,B,31,4066,3976,90,28.6,77.9,85.6,111.6,1.9,12.72,1.68,Sedang
2025-10-29,K042,C,32,6513,6358,155,27.3,62.9,76.1,77.8,1.68,19.23,1.8,Boros
2025-03-30,K018,A,33,6434,6301,133,25.2,73.8,87.2,70.9,2.25,25.41,1.8,Sedang
2025-02-14,K012,A,31,3558,3482,76,27.2,73.2,91.7,93.1,2.04,11.89,1.68,Sedang
2025-12-25,K074,D,34,4530,4408,122,30.6,81.7,57.8,113.6,1.66,12.85,1.76,Sedang
2025-06-20,K037,B,33,7403,7239,164,28.5,72.2,86.6,75.5,1.96,24.2,1.71,Sedang
2025-12-14,K047,C,29,5597,5444,153,30.9,59.3,82.5,73.2,1.5,14.91,1.83,Boros
2025-08-08,K085,E,35,5863,5700,163,32.1,60.3,88.2,117.3,1.71,18.24,1.87,Boros
2025-11-20,K085,E,32,3819,3729,90,24.3,77.7,80.0,108.9,1.7,11.13,1.75,Sedang
2025-02-18,K053,C,35,3318,3220,98,33.0,63.8,68.3,75.3,1.55,9.48,1.9,Boros
2025-02-24,K100,E,32,3399,3317,82,29.1,67.9,80.2,130.7,1.65,10.34,1.89,Boros
2025-05-20,K091,E,33,6666,6494,172,31.0,82.5,74.5,111.8,1.88,22.82,1.87,Boros
2025-10-06,K094,E,29,3126,3048,78,29.8,67.6,67.3,100.1,1.56,8.19,1.72,Sedang
2025-09-12,K060,C,35,4278,4157,121,33.4,63.5,88.3,83.4,1.67,14.06,2.02,Boros
2025-01-09,K043,C,32,3446,3347,99,32.8,50.0,83.0,98.7,1.62,10.88,2.01,Boros
2025-12-14,K069,D,34,7126,6908,218,33.1,80.3,80.1,90.2,1.51,21.6,2.07,Boros
2025-09-01,K082,E,34,3783,3698,85,25.9,82.6,68.7,76.3,1.86,11.97,1.74,Sedang
2025-07-01,K004,A,30,4206,4122,84,25.5,82.6,91.6,88.4,1.97,13.05,1.61,Sedang
2025-07-31,K066,D,35,3156,3075,81,29.0,79.4,69.1,98.6,1.53,9.2,1.96,Boros
2025-10-09,K053,C,29,6300,6117,183,32.4,72.8,64.0,55.4,1.48,15.98,1.77,Sedang
2025-05-11,K078,D,29,4722,4590,132,29.8,80.7,60.9,110.9,1.43,11.51,1.76,Sedang
2025-05-06,K039,B,34,3295,3219,76,27.1,66.7,86.4,86.4,1.83,10.58,1.8,Sedang
2025-02-09,K074,D,34,5086,4957,129,29.0,82.1,67.5,127.1,1.58,14.18,1.81,Boros
2025-04-05,K026,B,31,3701,3618,83,28.7,65.2,73.0,90.3,1.97,12.26,1.72,Sedang
2025-06-19,K013,A,33,5907,5785,122,26.3,73.4,82.2,91.4,2.17,22.82,1.82,Boros
2025-05-12,K068,D,28,7552,7364,188,27.5,87.1,62.2,118.3,1.38,16.41,1.62,Sedang
2025-08-16,K061,D,35,6672,6496,176,26.7,82.2,70.3,115.8,1.55,18.22,1.81,Boros
2025-06-13,K098,E,34,4365,4266,99,27.6,83.0,84.7,89.4,1.91,14.09,1.73,Sedang
2025-02-11,K087,E,30,3998,3910,88,26.9,77.4,81.1,126.1,1.7,11.33,1.7,Sedang
2025-03-21,K043,C,35,4939,4802,137,31.7,66.6,83.2,86.5,1.7,15.72,1.93,Boros
2025-08-21,K013,A,28,4704,4607,97,26.2,77.7,86.9,79.2,1.92,14.72,1.67,Sedang
2025-11-06,K068,D,28,3450,3363,87,28.3,91.9,66.9,75.6,1.54,8.63,1.67,Sedang
2025-04-12,K029,B,32,6441,6296,145,28.1,72.9,88.5,88.9,1.93,21.25,1.74,Sedang
2025-05-23,K021,B,34,6920,6754,166,31.5,58.0,83.5,93.6,2.1,26.28,1.85,Boros
2025-05-07,K095,E,29,5754,5582,172,34.7,62.8,72.2,88.7,1.52,16.26,1.92,Boros
2025-12-03,K028,B,28,6978,6820,158,29.1,69.3,85.4,92.0,1.85,22.73,1.8,Sedang
2025-04-23,K057,C,31,5662,5507,155,30.6,68.9,70.0,108.0,1.4,14.25,1.84,Boros
2025-11-18,K031,B,30,3860,3773,87,27.3,67.7,82.4,85.9,1.95,12.71,1.73,Sedang
2025-05-17,K078,D,30,7490,7275,215,30.4,77.8,61.6,109.2,1.34,16.96,1.74,Sedang
2025-05-20,K035,B,34,3489,3414,75,28.6,72.1,87.8,94.7,2.04,12.0,1.72,Sedang
2025-03-14,K049,C,32,5515,5366,149,31.4,71.0,71.2,112.3,1.52,15.37,1.88,Boros
2025-03-16,K052,C,31,4413,4306,107,28.0,64.5,71.6,102.8,1.59,12.42,1.81,Boros
2025-09-23,K037,B,28,4727,4616,111,29.9,69.1,86.9,106.2,1.81,14.86,1.78,Sedang
2025-05-31,K012,A,30,6226,6093,133,24.1,82.0,85.8,88.9,1.91,20.66,1.77,Sedang
2025-09-21,K001,A,32,4449,4358,91,26.4,80.6,83.9,113.8,2.02,15.83,1.8,Sedang
2025-02-25,K036,B,34,6613,6455,158,28.7,66.2,73.3,114.2,1.63,19.21,1.82,Boros
2025-05-11,K070,D,30,6443,6272,171,26.8,84.0,70.1,86.8,1.31,14.54,1.77,Sedang
2025-04-29,K084,E,28,6117,5947,170,32.3,79.0,81.3,120.9,1.3,15.48,2.0,Boros
2025-08-24,K040,B,35,5715,5590,125,28.2,73.3,80.0,109.2,2.05,21.09,1.84,Boros
2025-12-06,K090,E,32,4798,4689,109,28.3,67.6,66.0,124.2,1.72,12.58,1.56,Efisien
2025-08-12,K012,A,34,6870,6723,147,24.9,64.4,91.5,63.9,1.97,23.5,1.77,Sedang
2025-02-22,K089,E,33,6426,6254,172,31.3,84.5,81.8,82.6,1.72,20.47,1.9,Boros
2025-12-09,K094,E,32,4322,4200,122,33.1,79.1,84.0,108.1,1.63,12.9,1.88,Boros
2025-07-22,K055,C,33,4355,4252,103,28.8,52.8,66.7,84.8,1.85,12.74,1.62,Sedang
2025-04-14,K085,E,35,6575,6419,156,26.7,76.3,63.8,71.5,1.8,20.62,1.78,Sedang
2025-04-13,K032,B,30,7730,7570,160,28.6,68.7,79.9,120.3,1.62,20.82,1.7,Sedang
2025-06-28,K063,D,32,7769,7543,226,30.1,81.7,66.6,115.9,1.31,17.81,1.8,Boros
2025-06-25,K075,D,29,3424,3313,111,32.5,87.4,52.0,102.3,1.2,7.11,1.79,Sedang
2025-07-05,K011,A,32,3353,3282,71,24.1,80.4,87.3,84.4,2.01,11.11,1.68,Sedang
2025-09-20,K009,A,28,6326,6191,135,24.5,78.4,82.2,99.3,1.67,17.22,1.66,Sedang
2025-05-23,K039,B,32,6985,6823,162,27.6,66.2,86.4,88.1,1.86,22.31,1.75,Sedang
2025-04-11,K095,E,35,5630,5487,143,30.1,76.1,64.4,101.2,1.72,16.73,1.78,Sedang
2025-02-09,K048,C,28,5378,5244,134,30.1,59.8,76.7,100.6,1.6,15.13,1.81,Boros
2025-04-08,K005,A,28,6810,6666,144,23.7,88.1,90.9,70.9,1.9,21.61,1.7,Sedang
2025-12-15,K069,D,32,6458,6283,175,29.6,82.2,73.4,80.3,1.48,17.67,1.9,Boros
2025-10-09,K048,C,35,5783,5639,144,30.0,65.0,72.0,107.0,1.74,17.71,1.81,Boros
2025-02-28,K083,E,29,7122,6969,153,25.6,88.6,68.9,105.2,1.81,22.23,1.77,Sedang
2025-09-29,K015,A,29,5895,5762,133,24.6,76.9,90.4,109.3,1.66,16.47,1.72,Sedang
2025-04-30,K065,D,33,7965,7749,216,30.0,83.4,62.9,97.7,1.64,22.68,1.78,Sedang
2025-12-12,K058,C,32,3506,3401,105,33.9,59.6,92.7,108.5,1.59,11.03,2.04,Boros
2025-06-01,K056,C,30,3664,3574,90,29.6,57.6,73.6,128.3,1.49,9.39,1.76,Sedang
2025-07-02,K025,B,33,4424,4322,102,28.7,65.9,76.6,114.2,1.79,14.08,1.82,Boros
2025-11-14,K032,B,33,7493,7329,164,29.8,71.1,74.6,118.9,1.93,24.06,1.7,Sedang
2025-07-07,K081,E,29,7952,7768,184,25.0,82.4,65.6,89.0,1.8,24.01,1.72,Sedang
2025-02-26,K044,C,28,5294,5154,140,30.2,78.1,77.5,79.6,1.51,13.97,1.79,Sedang
2025-03-07,K096,E,33,4634,4513,121,29.8,60.4,76.7,96.8,1.8,15.41,1.89,Boros
2025-09-12,K005,A,28,5621,5502,119,26.7,73.7,81.4,75.8,1.93,17.62,1.65,Sedang
2025-06-21,K054,C,31,5606,5457,149,31.3,60.7,65.7,107.6,1.72,16.54,1.76,Sedang
2025-03-17,K072,D,34,6814,6631,183,30.5,74.7,58.4,82.4,1.67,20.04,1.81,Boros
2025-09-18,K079,D,31,5674,5523,151,28.8,76.4,68.7,127.2,1.25,12.12,1.76,Sedang
2025-10-27,K006,A,30,7312,7157,155,23.4,75.8,91.8,64.1,1.96,24.29,1.73,Sedang
2025-02-16,K059,C,31,3661,3574,87,28.1,70.9,68.4,81.1,1.6,9.63,1.69,Sedang
2025-05-09,K037,B,34,4292,4196,96,28.7,70.7,89.3,94.2,1.88,15.15,1.92,Boros
2025-07-29,K083,E,32,3768,3687,81,25.7,66.3,94.4,94.2,2.01,13.17,1.78,Sedang
2025-04-11,K002,A,35,4456,4362,94,26.9,74.3,94.5,85.6,2.04,14.9,1.68,Sedang
2025-10-16,K009,A,29,6048,5919,129,24.7,65.9,100.0,81.1,1.81,18.28,1.71,Sedang
2025-03-09,K088,E,34,6478,6332,146,27.2,80.8,81.4,87.4,1.89,21.41,1.79,Sedang
2025-05-02,K058,C,33,3354,3265,89,30.3,68.2,76.3,123.0,1.4,8.57,1.87,Boros
2025-02-07,K021,B,31,7074,6929,145,27.5,81.3,74.8,98.5,2.11,25.0,1.71,Sedang
2025-01-04,K073,D,28,5590,5436,154,29.6,83.7,70.0,125.0,1.32,12.75,1.77,Sedang
2025-09-30,K015,A,29,5556,5430,126,24.6,72.2,89.9,91.6,1.78,16.96,1.76,Sedang
2025-01-12,K093,E,29,7178,7005,173,28.4,79.9,88.5,77.7,1.7,21.0,1.76,Sedang
2025-04-07,K038,B,32,6676,6517,159,27.0,75.7,80.5,97.1,1.71,20.57,1.85,Boros
2025-10-19,K015,A,31,6563,6414,149,25.9,79.4,90.0,77.0,1.95,21.96,1.75,Sedang
2025-04-28,K058,C,31,4473,4342,131,33.1,68.0,71.8,106.3,1.56,13.05,1.93,Boros
2025-09-29,K088,E,34,4013,3919,94,29.0,75.9,84.1,103.6,1.99,13.71,1.76,Sedang
2025-11-13,K069,D,28,4075,3966,109,29.1,84.6,69.1,92.3,1.55,10.21,1.66,Sedang
2025-04-06,K020,A,35,4990,4879,111,25.8,76.6,90.4,91.0,1.9,17.13,1.85,Boros
2025-08-20,K042,C,31,3558,3460,98,32.0,69.3,81.7,69.9,1.76,11.91,1.96,Boros
2025-11-17,K011,A,28,6301,6166,135,26.7,78.0,91.6,78.4,1.86,19.92,1.73,Sedang
2025-12-27,K042,C,29,5994,5827,167,32.0,55.6,67.1,108.1,1.53,17.39,1.96,Boros
2025-02-24,K095,E,32,3625,3510,115,36.5,64.8,68.8,94.3,1.74,12.35,2.02,Boros
2025-04-29,K030,B,35,4200,4107,93,27.1,65.7,88.6,88.6,1.97,14.31,1.77,Sedang
2025-07-24,K098,E,28,7424,7256,168,27.1,70.4,76.9,87.7,1.93,24.32,1.74,Sedang
2025-10-03,K004,A,35,3463,3394,69,25.9,80.9,91.4,92.8,2.04,12.25,1.77,Sedang
2025-09-26,K066,D,30,7787,7580,207,30.0,76.3,68.0,108.7,1.37,18.51,1.78,Sedang
2025-08-08,K075,D,35,7530,7294,236,31.4,80.1,67.1,90.9,1.28,17.36,1.86,Boros
2025-04-19,K042,C,32,4624,4507,117,29.6,66.0,57.1,97.0,1.87,15.15,1.8,Sedang
2025-07-29,K062,D,34,7368,7141,227,32.7,84.0,81.0,95.5,1.47,21.18,2.02,Boros
2025-07-08,K007,A,29,3589,3518,71,25.4,74.3,92.2,107.2,1.91,10.72,1.59,Efisien
2025-11-20,K077,D,35,7586,7390,196,27.6,75.9,63.6,82.3,1.64,20.89,1.72,Sedang
2025-06-11,K057,C,28,5475,5311,164,33.3,77.0,69.0,95.4,1.48,14.89,1.9,Boros
2025-12-17,K041,C,28,4329,4209,120,32.6,58.2,71.6,102.6,1.72,13.17,1.82,Boros
2025-11-16,K029,B,30,5956,5800,156,31.6,73.3,76.1,117.6,1.64,18.42,1.93,Boros
2025-11-13,K008,A,34,7931,7771,160,25.4,77.3,86.2,89.1,2.11,28.47,1.73,Sedang
2025-04-04,K043,C,35,5556,5395,161,32.9,58.5,68.9,102.8,1.65,16.92,1.9,Boros
2025-09-21,K083,E,30,3232,3162,70,28.1,68.5,91.4,132.1,1.56,8.5,1.73,Sedang
2025-10-31,K091,E,28,3179,3103,76,29.1,68.0,72.7,117.8,1.6,8.32,1.68,Sedang
2025-07-11,K084,E,30,3243,3167,76,26.7,75.4,62.0,98.7,1.61,8.78,1.72,Sedang
2025-12-01,K100,E,30,6616,6463,153,27.8,52.7,84.0,87.7,1.75,19.24,1.7,Sedang
2025-07-04,K045,C,29,6995,6778,217,33.6,66.1,67.7,97.6,1.56,20.19,1.91,Boros
2025-12-17,K089,E,34,7048,6872,176,29.5,74.3,82.7,90.7,1.74,21.29,1.78,Sedang
2025-07-14,K019,A,35,7667,7500,167,26.3,65.6,83.6,101.9,1.98,25.2,1.69,Sedang
2025-07-11,K067,D,34,3062,2977,85,29.7,77.5,65.4,94.0,1.4,7.78,1.86,Boros
2025-07-26,K004,A,32,4533,4443,90,25.9,73.7,83.9,69.6,2.27,17.92,1.77,Sedang
2025-09-21,K085,E,33,3997,3897,100,29.3,65.8,70.1,85.9,1.56,10.75,1.77,Sedang
2025-11-09,K067,D,30,7426,7216,210,30.2,79.4,63.1,71.6,1.29,16.31,1.76,Sedang
2025-10-20,K015,A,32,3510,3431,79,23.9,69.1,89.4,90.1,1.93,11.64,1.76,Sedang
2025-01-25,K078,D,34,7029,6834,195,29.5,89.5,70.6,106.3,1.51,17.87,1.73,Sedang
2025-09-23,K013,A,32,6256,6127,129,25.8,78.9,88.2,108.8,2.01,21.4,1.74,Sedang
2025-06-26,K044,C,32,5847,5702,145,28.5,69.4,72.4,100.9,1.63,17.14,1.84,Boros
2025-04-25,K088,E,35,3763,3678,85,27.6,73.0,60.3,108.7,1.68,10.18,1.65,Sedang
2025-12-11,K028,B,28,7069,6915,154,28.2,65.7,79.4,79.0,1.8,20.77,1.67,Sedang
2025-06-07,K086,E,32,3559,3476,83,24.6,71.0,72.3,92.7,1.88,11.33,1.73,Sedang
2025-06-09,K017,A,33,7628,7460,168,28.1,72.0,85.3,78.7,1.98,27.76,1.88,Boros
2025-07-08,K029,B,33,7574,7403,171,26.7,68.3,77.5,105.1,1.75,22.84,1.76,Sedang
2025-03-16,K051,C,30,7326,7118,208,32.8,58.0,84.9,112.3,1.54,21.83,1.99,Boros
2025-08-06,K046,C,30,5818,5665,153,29.6,71.3,68.7,122.0,1.2,12.09,1.78,Sedang
2025-06-14,K007,A,32,6839,6703,136,25.0,87.8,95.9,95.3,2.07,22.99,1.66,Sedang
2025-09-05,K030,B,35,7353,7190,163,27.8,67.3,71.1,85.8,2.01,24.46,1.69,Sedang
2025-02-04,K069,D,34,6940,6763,177,27.3,73.0,65.2,104.3,1.58,18.22,1.7,Sedang
2025-06-27,K080,D,29,5225,5076,149,28.6,86.6,74.5,106.5,1.24,11.67,1.85,Boros
2025-05-31,K017,A,35,5746,5620,126,28.1,68.6,88.0,106.2,1.82,18.46,1.81,Boros
2025-06-18,K004,A,30,4016,3936,80,25.2,71.6,87.6,98.2,1.98,13.02,1.67,Sedang
2025-03-30,K088,E,29,7982,7783,199,30.3,74.5,80.6,92.3,1.8,24.96,1.78,Sedang
2025-01-02,K092,E,31,4421,4315,106,30.1,72.8,78.5,104.0,1.78,13.65,1.77,Sedang
2025-10-27,K016,A,30,4537,4440,97,27.3,80.0,89.1,99.9,2.15,16.46,1.73,Sedang
2025-06-19,K028,B,30,3911,3827,84,26.9,62.8,91.7,116.6,1.81,11.81,1.7,Sedang
2025-06-30,K065,D,28,3870,3761,109,31.1,87.0,67.4,92.8,1.35,8.86,1.75,Sedang
2025-02-15,K072,D,33,3945,3845,100,28.9,82.1,67.4,72.4,1.62,11.61,1.86,Boros
2025-06-21,K052,C,33,5980,5816,164,31.1,61.5,68.9,118.7,1.43,15.21,1.84,Boros
2025-10-13,K027,B,34,7560,7373,187,29.6,76.9,71.3,115.5,1.51,21.34,1.91,Boros
2025-06-03,K091,E,28,3393,3316,77,24.7,72.2,70.3,102.7,1.78,9.33,1.59,Efisien
2025-07-25,K095,E,30,6420,6251,169,31.0,74.3,80.5,114.4,1.5,17.44,1.86,Boros
2025-06-10,K048,C,35,4107,4001,106,31.1,66.4,88.5,93.5,1.92,14.84,1.93,Boros
2025-03-19,K090,E,30,3278,3190,88,32.4,75.8,84.5,120.1,1.65,9.94,1.89,Boros
2025-01-12,K064,D,29,3977,3865,112,29.1,85.9,59.3,108.3,1.2,8.27,1.78,Sedang
2025-07-21,K062,D,30,4362,4247,115,28.3,78.3,60.0,117.6,1.24,9.55,1.82,Boros
2025-03-05,K077,D,28,6391,6201,190,31.9,79.4,58.0,89.8,1.34,14.08,1.7,Sedang
2025-09-08,K081,E,28,6466,6316,150,24.5,78.6,58.9,83.5,1.85,18.16,1.55,Efisien
2025-02-03,K064,D,29,5691,5528,163,29.5,83.3,51.8,106.2,1.2,11.02,1.66,Sedang
2025-04-07,K010,A,32,7095,6950,145,26.5,80.9,77.8,109.7,2.11,25.44,1.74,Sedang
2025-03-22,K030,B,29,4335,4239,96,27.4,65.6,83.0,92.1,1.85,13.41,1.71,Sedang
2025-05-31,K072,D,32,6048,5877,171,31.9,89.3,60.3,89.8,1.7,18.3,1.83,Boros
2025-02-22,K029,B,29,6557,6409,148,28.1,63.5,76.1,78.4,1.83,20.51,1.75,Sedang
2025-02-21,K095,E,31,3262,3186,76,28.2,82.3,67.4,92.6,1.84,10.25,1.75,Sedang
2025-01-24,K090,E,29,7281,7111,170,28.9,55.7,64.8,115.4,1.69,19.54,1.63,Sedang
2025-11-16,K036,B,32,4053,3953,100,29.6,67.5,77.8,110.5,1.79,12.92,1.82,Boros
2025-07-30,K090,E,28,7107,6948,159,27.1,74.2,76.5,113.6,1.58,19.67,1.79,Sedang
2025-10-15,K038,B,31,4528,4403,125,31.7,69.1,78.5,104.6,1.43,11.79,1.87,Boros
2025-10-11,K059,C,33,4509,4390,119,30.9,62.6,71.6,105.7,1.9,15.2,1.83,Boros
2025-03-09,K050,C,29,3926,3825,101,27.2,76.4,88.0,98.6,1.44,9.34,1.7,Sedang
2025-02-02,K091,E,32,4971,4847,124,30.1,76.0,56.3,111.2,1.65,13.65,1.71,Sedang
2025-10-02,K061,D,35,4553,4423,130,30.3,81.3,64.1,120.1,1.31,11.05,1.91,Boros
2025-05-17,K077,D,33,6498,6303,195,32.2,79.6,73.1,98.4,1.42,17.68,1.98,Boros
2025-10-12,K025,B,28,7146,6959,187,31.7,68.7,86.0,103.6,1.57,20.72,1.89,Boros
2025-06-27,K008,A,32,6338,6210,128,25.5,69.5,84.0,78.7,2.12,22.69,1.72,Sedang
2025-09-17,K008,A,35,5319,5212,107,25.9,81.0,87.8,118.6,1.88,17.85,1.82,Boros
2025-01-16,K051,C,31,7620,7413,207,31.5,62.6,74.4,122.0,1.56,21.2,1.83,Boros
2025-12-23,K032,B,31,6861,6723,138,27.7,75.9,86.4,115.1,1.91,21.83,1.7,Sedang
2025-11-29,K078,D,34,4240,4118,122,30.5,79.4,89.9,103.4,1.65,12.91,1.9,Boros
2025-09-05,K072,D,35,3558,3461,97,31.0,75.7,66.4,111.8,1.66,10.95,1.9,Boros
2025-01-19,K080,D,34,3046,2951,95,31.5,76.9,67.4,99.8,1.43,8.19,1.95,Boros
2025-11-08,K015,A,32,3720,3636,84,26.0,69.9,80.8,116.2,1.73,11.33,1.81,Boros
2025-03-29,K052,C,35,7032,6844,188,30.4,62.4,64.9,110.5,1.61,20.06,1.82,Boros
2025-12-23,K068,D,35,5480,5342,138,28.4,75.8,58.0,107.1,1.71,15.57,1.7,Sedang
2025-04-23,K050,C,33,6451,6256,195,32.5,75.6,75.6,95.6,1.42,17.52,1.98,Boros
2025-05-07,K072,D,35,7681,7472,209,30.8,85.0,69.7,108.5,1.7,23.62,1.86,Boros
2025-03-08,K068,D,34,6179,6025,154,27.6,76.1,70.3,96.7,1.71,17.27,1.67,Sedang
2025-05-07,K022,B,32,3409,3332,77,28.6,77.1,69.1,100.8,1.85,11.0,1.78,Sedang
2025-11-24,K039,B,32,7977,7783,194,29.1,62.2,85.3,100.3,1.79,25.32,1.82,Boros
2025-01-07,K048,C,34,7532,7350,182,29.3,64.7,81.1,106.5,1.88,25.14,1.82,Boros
2025-06-02,K059,C,34,7050,6862,188,31.1,70.0,68.5,85.9,1.8,22.84,1.85,Boros
2025-10-24,K081,E,34,5968,5827,141,28.5,70.9,85.2,96.7,1.8,18.65,1.78,Sedang
2025-08-26,K036,B,28,3265,3179,86,31.2,75.4,89.9,70.1,1.64,10.01,1.92,Boros
2025-03-13,K040,B,35,5565,5438,127,29.1,77.3,87.5,108.0,1.93,19.18,1.83,Boros
2025-10-26,K082,E,33,3716,3625,91,30.1,68.6,67.6,122.3,1.6,10.42,1.8,Sedang
2025-03-12,K087,E,28,3786,3703,83,25.2,71.9,76.8,99.5,1.85,11.94,1.74,Sedang
2025-04-29,K084,E,35,4782,4661,121,29.9,83.3,67.3,98.0,1.85,16.09,1.87,Boros
2025-02-03,K029,B,28,3415,3337,78,28.5,58.0,93.0,105.9,1.81,10.73,1.78,Sedang
2025-09-21,K060,C,30,6445,6272,173,31.9,68.3,74.7,125.5,1.37,15.78,1.83,Boros
2025-03-02,K047,C,34,7906,7700,206,29.6,77.9,73.6,136.4,1.5,21.86,1.89,Boros
2025-06-08,K050,C,33,5276,5127,149,30.6,50.0,78.3,99.2,1.51,14.44,1.87,Boros
2025-06-10,K030,B,34,7815,7617,198,31.1,70.1,85.5,88.2,1.89,27.78,1.93,Boros
2025-08-26,K064,D,35,3412,3310,102,30.8,84.2,68.2,127.7,1.2,7.63,1.92,Boros
2025-04-29,K078,D,28,4809,4661,148,32.6,84.4,84.6,97.7,1.2,10.55,1.89,Boros
2025-08-23,K082,E,29,7066,6896,170,29.5,67.5,81.0,118.4,1.51,18.52,1.77,Sedang
2025-02-04,K072,D,28,7683,7461,222,32.5,75.9,79.5,108.3,1.42,20.98,1.98,Boros
2025-01-05,K078,D,33,3139,3055,84,28.7,84.4,79.8,93.3,1.62,9.0,1.82,Boros
2025-12-26,K068,D,32,7118,6937,181,28.5,73.6,67.4,103.7,1.66,21.18,1.83,Boros
2025-04-21,K054,C,33,4972,4833,139,32.7,58.2,77.9,110.3,1.78,16.55,1.92,Boros
2025-05-27,K033,B,28,4440,4343,97,27.1,69.9,79.5,80.4,1.86,13.26,1.64,Sedang
2025-04-13,K043,C,32,6326,6159,167,30.3,73.6,72.0,129.4,1.3,14.75,1.85,Boros
2025-10-21,K058,C,32,6055,5876,179,33.4,67.5,65.8,98.3,1.47,16.75,1.94,Boros
2025-09-18,K014,A,30,4053,3961,92,27.2,76.7,87.5,118.3,1.66,11.58,1.76,Sedang
2025-06-19,K022,B,28,3442,3361,81,29.5,63.9,85.1,90.5,1.73,10.39,1.78,Sedang
2025-05-11,K040,B,30,5160,5047,113,28.2,70.9,75.6,118.2,1.95,17.26,1.75,Sedang
